LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
456640,Female,Graduate School,Married,38,4,3,-1,0,-1,-1,43262,3763,48588,15294,50754,65001,32573,31193,36709,24373,31085,21274,0
491633,Male,Others,Others,34,2,3,0,-1,4,1,90021,26771,9695,67335,94376,82989,24780,30870,12414,11004,33287,28461,1
219409,Female,University,Single,37,0,4,-1,3,4,1,99265,96734,42422,82775,72854,24808,661,16045,25233,42477,8000,39490,1
479300,Male,Graduate School,Others,22,-1,3,3,-1,0,1,23587,85029,68125,71459,68966,12874,678,22997,49009,29219,20589,23698,0
436102,Male,Unknown,Single,51,0,4,3,-1,0,1,98283,4535,62442,99989,36621,21947,6363,29016,42824,49157,15241,9031,0
371990,Male,Graduate School,Single,39,0,0,0,-1,3,-1,32040,31519,398,49209,74159,39284,33067,49955,21617,49862,28191,40016,0
619251,Female,Others,Married,52,0,1,1,3,2,4,44543,11020,72227,5938,33936,58151,16641,44227,42128,2150,32306,44796,0
797404,Male,High School,Single,74,-1,-1,4,4,-1,4,88177,28745,47500,85421,29439,18432,19146,31263,5792,23226,29624,27889,0
371363,Male,High School,Single,48,-1,0,4,1,-1,-1,25573,29906,75479,94249,93071,68578,33007,21576,32723,14144,12967,28224,0
147693,Male,University,Others,61,0,2,2,2,-1,3,69680,34896,78462,42921,49460,85059,44505,20673,18870,26289,44574,16931,1
232621,Male,University,Single,28,0,2,0,4,3,-1,56262,85786,59273,3388,58469,3202,23707,45993,48465,20906,13246,45122,0
59738,Female,Others,Single,62,3,2,4,-1,3,1,688,10297,44817,70558,66129,37892,27088,36401,43415,12458,6467,11858,0
198766,Male,University,Others,61,2,4,2,0,4,4,82515,48689,60171,67163,93191,44205,37058,30264,14924,38576,38839,22113,0
286674,Female,High School,Married,79,3,4,-1,0,2,2,30803,56081,11113,6247,91142,6773,30989,32742,48295,31435,14347,29508,1
148426,Male,Others,Married,79,4,1,1,3,-1,3,15154,53183,29134,68179,14941,16671,5647,2676,19227,27994,1822,38320,1
229831,Female,Others,Single,60,2,2,2,1,-1,0,79659,58762,2266,21575,77088,7301,14064,1215,40557,7892,18408,3876,1
134750,Female,Others,Single,59,4,4,3,-1,4,4,22998,62573,5408,19146,23267,93957,39474,18861,26306,5553,15382,22265,1
455295,Female,Graduate School,Others,42,2,4,3,3,2,1,4786,25783,13842,21371,69313,79110,45411,15860,44771,19988,1184,36559,0
655171,Female,University,Married,44,0,3,-1,2,2,4,58059,80793,10136,91243,54590,31629,31195,2264,28618,27223,14599,19255,0
153622,Male,Unknown,Married,58,3,4,0,1,2,1,94825,45791,2497,50507,38876,52971,45620,31740,19622,28172,16763,40310,1
267391,Male,High School,Married,22,2,2,2,1,0,1,69665,29086,60415,25875,72974,50942,28979,969,38052,31145,32496,574,1
360340,Female,University,Others,61,4,0,-1,3,2,4,93450,88599,20340,12792,93631,27999,39539,39396,2689,7154,14760,1101,1
332529,Female,High School,Others,61,2,2,3,4,1,4,24777,94520,33742,93028,29507,98165,23992,600,44293,39907,8807,17759,1
515871,Female,University,Others,39,-1,3,3,0,3,4,67381,82957,95944,47723,77656,94644,33288,37223,14899,15479,33203,29502,0
669650,Male,Unknown,Single,61,2,2,3,4,2,-1,72984,40922,94330,82253,25057,73188,5642,22325,36100,20366,37785,38002,0
458250,Female,High School,Married,22,0,-1,1,1,0,4,54290,243,73781,84928,97314,82024,46698,9524,6954,177,1547,20332,0
260927,Female,Unknown,Single,48,1,3,1,0,1,0,26139,55269,88662,83393,95602,81663,3884,2716,40031,48256,25710,13816,1
396794,Male,High School,Single,52,-1,1,3,1,0,3,86254,41829,67070,70679,82926,17794,48385,12708,25956,10802,41411,6874,0
601346,Male,Graduate School,Others,39,1,2,4,1,0,1,48030,51282,55725,59901,61468,92904,35509,31300,31089,37281,15773,48281,0
68175,Male,Graduate School,Married,36,0,4,0,1,4,4,22581,20863,46018,17470,62180,45536,31649,17165,39818,41513,4355,14319,1
43329,Male,High School,Single,50,1,0,1,2,0,0,26993,31337,34985,18734,68065,69529,13481,1434,48848,44349,15157,20188,0
415544,Male,High School,Married,42,2,2,2,0,0,2,41048,98957,83255,12103,13584,73170,36300,14852,21645,7774,15710,45590,0
437463,Male,Unknown,Single,34,1,0,1,2,-1,4,11923,23688,52828,46728,56778,833,30532,37106,13057,16625,31571,20848,1
278821,Female,Others,Others,72,3,-1,2,0,3,-1,12084,6974,59341,89487,21632,32653,33418,14965,42150,28575,29879,38613,0
60357,Female,High School,Single,76,0,1,1,2,4,1,82096,8491,54547,66488,17673,14319,11036,25592,7870,42339,22702,36499,0
65812,Male,University,Others,21,3,4,3,2,4,0,21567,1304,88249,35478,2343,2604,2158,2702,17726,9788,711,23909,1
575904,Female,University,Married,65,1,3,2,2,-1,4,18481,28000,44982,49845,17950,4357,19035,27392,4753,40796,44649,20781,1
464500,Male,University,Single,74,3,3,0,3,1,0,96552,87840,83077,29766,99063,15257,43227,20375,7136,13749,21889,24271,1
452957,Female,Graduate School,Single,22,-1,1,1,2,-1,1,10422,10498,78712,43515,79600,27932,9220,8651,27982,46521,31304,44482,0
456694,Male,Unknown,Others,42,1,-1,1,4,4,0,66260,76874,18075,44240,20547,61736,9747,16189,25564,10196,7439,31636,0
195128,Male,Graduate School,Others,66,4,-1,3,4,1,0,95007,2814,18726,89183,96305,60719,46692,16915,44505,31127,28373,43314,1
494699,Female,University,Married,53,3,2,2,1,4,4,67164,89332,555,30288,52027,64415,40230,1977,48768,1300,47289,3750,0
317678,Female,High School,Others,35,2,-1,4,-1,2,4,54296,91755,15659,66310,99532,63413,24513,46605,49149,40691,27275,13124,0
220128,Male,University,Married,70,1,2,3,2,1,3,26875,28925,29966,36432,63091,55241,39806,11469,121,23862,38788,34067,0
598450,Male,High School,Single,61,4,0,2,-1,4,-1,16734,60224,24923,69595,46531,84141,41472,46828,2214,39441,41126,27641,1
163877,Male,Unknown,Married,42,-1,1,1,-1,-1,3,88645,77045,67625,21497,40227,596,16502,33058,41793,30591,39054,17270,0
118380,Male,Others,Married,60,2,0,1,1,4,-1,65155,36806,79279,27283,46683,58015,49411,6077,34837,44744,4588,26134,1
727833,Male,High School,Married,59,1,0,1,-1,-1,-1,50700,47793,72114,40112,55171,29733,5518,43435,10076,23027,18503,11999,0
157089,Male,Graduate School,Single,61,2,0,1,-1,1,3,12786,12365,99476,40688,9390,8757,40349,6614,12248,37055,7511,43945,1
466418,Female,University,Single,61,1,0,-1,4,-1,1,53395,94862,26967,75007,10879,8142,6277,49664,1962,14384,22674,31106,0
494075,Female,University,Others,31,1,3,1,-1,1,0,93170,35549,22185,74280,13935,75642,10341,34407,20407,39005,38225,21274,1
51423,Female,University,Married,24,0,-1,1,0,0,2,64171,33726,39492,68199,52629,83412,47558,8446,24983,21410,33876,39770,0
51713,Female,High School,Single,27,3,1,4,2,3,3,86463,49448,42027,59911,31574,24917,23613,37584,29153,26348,11130,22985,0
491072,Female,Unknown,Married,41,1,1,4,2,1,3,63763,38109,33594,11463,48666,96054,959,19021,6442,36573,19238,5527,0
608598,Male,High School,Married,27,-1,4,2,-1,0,1,74265,62615,86429,80914,82663,57075,49717,49202,47919,2214,19598,19841,1
798637,Male,Graduate School,Married,24,4,0,1,1,0,0,86773,8224,16754,87614,73657,68869,5936,799,18753,30973,42294,23941,1
325410,Female,University,Single,32,3,1,1,0,0,4,59922,69618,43507,37909,27507,32306,28678,9939,26738,24632,19824,44260,1
677702,Male,High School,Married,78,0,2,2,1,0,3,34301,85242,69858,5160,47555,48920,13155,27087,18703,16621,5826,36066,0
728550,Female,University,Married,47,3,1,1,1,1,2,59998,58949,20512,26682,98752,27301,23042,39410,40724,732,34487,11590,1
616151,Female,Graduate School,Others,79,3,0,1,-1,-1,0,58724,39069,4811,90111,15582,55057,18763,16620,5555,47693,2860,45332,1
686560,Male,Others,Married,37,1,1,3,3,0,3,57976,46043,33459,95401,25631,50273,11642,49623,1892,22547,41930,46947,0
148260,Male,Others,Others,40,-1,-1,-1,-1,2,4,20735,79911,38442,20405,17164,37321,41404,34972,39175,20273,44472,30422,1
398377,Female,Others,Married,51,1,0,2,4,0,3,99344,29934,25726,87790,85820,80193,19923,31017,10489,35592,66,43020,0
274952,Female,University,Others,46,-1,3,3,3,-1,4,82485,92295,63757,38076,29646,74462,16296,7181,46541,2454,24285,47300,0
285995,Female,High School,Single,51,-1,-1,4,0,-1,-1,19509,28526,75372,8326,19806,27967,18719,39027,15213,29487,20229,45670,0
484106,Female,University,Single,55,2,1,0,3,3,-1,93934,18612,8862,36510,58057,64549,9227,41098,47542,30689,25413,46249,1
206000,Male,Unknown,Married,29,1,3,0,-1,3,3,68804,82395,97340,84065,86633,69243,3044,47178,23893,22607,17310,2156,0
533047,Female,High School,Others,25,0,4,4,-1,0,1,34607,34175,82547,23527,53895,89302,48231,44055,1489,45265,3605,10615,1
418274,Male,Graduate School,Single,72,4,-1,-1,1,0,-1,43507,88463,34107,80622,46974,4993,34054,20885,29753,49919,49492,2794,1
548908,Female,Others,Married,68,3,4,0,-1,4,3,51540,42927,87080,40313,10284,51016,9650,18096,26628,11575,49253,31104,1
597283,Female,High School,Married,28,2,2,-1,4,4,4,39944,99549,13425,20777,12857,96700,10412,25526,36777,40936,11577,37011,1
499982,Male,High School,Others,41,0,-1,0,-1,3,0,38308,21073,33139,61382,84424,95361,34398,23094,15982,2424,24517,23210,0
570969,Male,Others,Others,36,4,3,0,2,0,4,11412,85257,32444,41262,39440,31137,31040,3796,26476,38951,49052,48128,0
486555,Male,Graduate School,Married,71,4,4,3,2,4,2,55399,5572,69608,85002,45106,68638,20411,20808,1821,49865,13239,3042,1
77703,Male,University,Others,36,1,2,0,1,2,-1,26150,2950,-748,35499,17951,104,48842,30370,27486,16469,33901,23079,0
733040,Male,University,Others,38,-1,4,4,3,1,3,70178,83578,9208,14390,20009,34580,19500,18083,12552,34784,21386,6892,0
773416,Female,High School,Single,67,1,1,-1,3,3,-1,57763,54301,83151,44581,88010,37899,38433,10328,17656,30585,46511,4091,0
314280,Female,Others,Others,76,4,0,1,2,3,4,74605,9006,54585,56853,13835,48803,14546,4110,30814,11678,26965,19618,1
232452,Female,Unknown,Married,48,1,4,1,4,-1,4,30832,39253,81680,16921,69888,24956,27530,19756,42846,5701,17211,33203,1
523795,Male,Graduate School,Others,38,2,1,1,0,0,0,65562,84203,84206,39860,91117,61774,13024,48445,11058,20098,10918,31521,1
360600,Male,University,Married,34,0,0,-1,4,3,1,68128,82216,38069,31945,41290,96187,29088,42843,8888,45699,37917,26033,0
93086,Male,Graduate School,Married,76,4,0,-1,2,3,3,65523,26731,55218,17760,17941,81721,49415,30897,10556,42231,48600,35140,1
701703,Female,Graduate School,Others,68,2,3,1,4,4,0,80453,33415,22218,39506,97727,52696,22828,38349,20598,15002,5091,10396,0
389673,Male,Graduate School,Others,57,0,2,4,0,2,2,6238,46813,32160,54983,31917,5428,38343,10508,19225,28389,49536,31857,1
290398,Female,Others,Others,60,2,2,0,3,0,3,72866,56703,75819,2243,27039,80177,23777,30366,43209,48356,32776,32879,0
333417,Female,Others,Single,36,3,-1,1,2,1,2,59930,73892,43502,94627,25089,9313,36967,8583,24325,18792,13263,35802,1
462827,Female,Others,Single,41,-1,1,2,-1,2,1,4650,39860,24006,2666,59059,3140,8412,168,44084,47971,978,38342,0
127574,Male,High School,Others,21,-1,3,-1,0,1,3,36264,21013,98300,81857,94278,82472,49485,27664,35132,29421,20107,5888,1
649135,Female,Others,Married,31,-1,4,2,0,-1,3,89753,2244,38916,18411,56247,1792,42284,19592,28320,22702,18474,9288,0
115547,Female,High School,Others,31,3,1,2,0,3,0,48588,88107,24667,82940,38833,67259,46564,42145,5363,6971,11368,5049,1
463218,Female,University,Single,22,4,4,-1,3,4,-1,16807,62440,89213,59126,76453,86496,42440,24556,16300,19235,26423,40128,0
547214,Male,University,Single,52,4,4,1,4,2,3,24712,76428,75427,22586,17254,66558,33203,45824,1117,34165,19486,25872,0
764719,Female,University,Others,74,3,4,4,1,1,1,61915,40462,46688,79168,82981,57774,23261,19893,32295,10157,20137,17341,0
467480,Male,University,Married,39,-1,-1,3,-1,0,3,53826,78413,79078,66510,91107,30041,42,23933,7447,36924,36512,21215,0
518237,Male,University,Married,76,-1,-1,2,2,-1,3,26865,21754,13414,57862,31611,26089,47313,16159,17196,1530,6930,4968,0
521500,Female,Others,Single,25,0,3,1,4,-1,3,89169,19588,63624,258,45827,-397,17349,20861,32805,774,34556,28662,0
361671,Female,Unknown,Single,23,0,-1,3,0,3,3,89811,61182,17564,18494,56272,71564,28682,28002,2460,7985,17626,41053,0
379531,Male,Others,Single,48,1,3,2,3,3,1,145,57687,4316,41202,58257,6150,215,13556,47054,8307,10199,19150,0
299707,Female,Unknown,Married,46,2,-1,1,0,1,0,86499,59723,43056,12528,12830,55048,11427,4720,20103,7342,41072,39593,0
175202,Male,Others,Single,43,0,2,2,4,1,-1,73836,22638,77295,83673,4696,89438,20704,18097,9046,30119,47835,667,1
797357,Male,University,Single,50,0,3,1,2,-1,1,85415,-215,60028,86714,65278,21346,30432,35280,44906,21631,36534,33282,0
585883,Male,Graduate School,Married,28,0,2,4,-1,1,1,54651,-773,27190,79544,30262,80478,2705,27837,10440,48132,6155,37057,1
140249,Female,Unknown,Single,56,0,2,0,0,3,2,5242,69483,60357,76400,35949,56130,16062,13834,35122,17733,11734,43061,1
550609,Male,Graduate School,Single,49,3,3,0,3,-1,-1,12832,6477,87353,97723,11425,67311,41732,39446,4042,46278,1363,27599,1
177820,Male,University,Others,33,1,1,-1,3,-1,0,63005,16211,41239,67407,43497,95054,20495,35446,49326,48358,11111,33579,0
705388,Female,Unknown,Single,79,0,0,3,1,0,4,89219,78430,35776,59589,56420,2639,29704,33049,44023,19231,28571,48336,0
288295,Female,Graduate School,Others,45,4,-1,2,3,0,0,58328,27387,71909,30432,99295,89702,31233,37694,15329,40782,43253,22091,1
86133,Male,Others,Single,42,2,4,2,1,1,4,78821,9217,61938,14202,20640,49590,27731,16813,49823,626,48377,22456,1
44187,Male,University,Single,66,0,-1,1,-1,1,2,93359,46488,47110,77637,98320,65386,8122,10820,33461,30028,39420,5749,1
53835,Male,Others,Others,53,3,4,3,2,3,2,73633,10556,47195,98171,72824,48591,8249,16005,8739,38729,36143,17862,1
272203,Female,Others,Single,57,4,1,2,1,3,1,46852,76104,35054,15238,81914,72336,29656,28924,5976,31143,12151,48207,1
504044,Male,University,Others,73,-1,0,3,0,0,0,992,25914,75409,10179,55093,71111,4946,21042,33890,46392,16251,22202,0
226789,Male,Unknown,Single,27,-1,1,3,4,-1,4,35890,24704,18012,89285,46150,42955,30207,21546,4368,45578,5632,25607,0
37235,Female,High School,Others,43,1,0,0,0,2,0,93326,21466,81458,29793,25111,93535,11881,48609,3023,23975,3432,3069,0
628496,Female,High School,Others,26,-1,3,2,2,4,4,28394,73018,78530,7004,36293,58009,4743,4632,8975,26798,16074,49502,0
77114,Male,University,Single,35,0,3,2,3,4,0,48957,18932,17164,20116,48664,83828,18227,43905,25785,27521,30763,18689,1
710726,Female,High School,Single,35,3,4,-1,4,2,1,82912,72224,5605,85047,17306,29249,49612,43277,41899,14259,38206,23592,1
663479,Male,Graduate School,Others,60,1,2,3,0,1,4,64353,64595,76254,85512,99001,20577,9160,44944,47664,10613,14942,23254,1
394033,Male,Unknown,Married,54,4,2,1,4,4,0,22880,37199,47109,30856,94896,16928,32068,19047,49245,19441,15653,47407,1
791345,Female,Others,Single,34,0,4,0,1,4,3,84520,27777,34116,99546,76213,29238,13521,41895,9522,5867,23036,34032,0
615871,Male,Others,Single,49,-1,3,-1,2,2,2,78077,18054,15145,77351,91672,43639,7292,10534,42721,29114,40456,41745,1
42160,Male,University,Married,36,2,4,0,0,2,2,27975,46192,20791,1488,17298,31001,7629,1688,39428,23589,5893,6734,1
776809,Female,Others,Married,49,0,2,1,3,0,4,60616,2339,15120,82432,3753,17199,289,22319,14176,11023,17733,30632,0
591190,Male,Graduate School,Others,43,2,4,-1,4,-1,2,3010,83709,22553,70152,71352,99580,27861,41842,21433,22391,29948,20290,1
221270,Female,Graduate School,Single,30,4,3,0,3,3,2,72811,97118,15362,31791,76704,59660,15791,43479,18605,28503,307,14639,0
651137,Male,University,Others,67,2,1,1,4,0,3,52510,59534,38865,99641,73374,65986,42080,816,19126,9211,9538,46614,0
107052,Female,Others,Single,75,4,-1,4,0,4,-1,35088,44955,84482,30027,32565,96989,22776,36634,1096,32506,13919,45166,0
662182,Female,High School,Married,24,1,3,-1,2,3,0,83425,91604,36849,11591,23652,91159,32246,32574,24575,2006,25442,10499,0
173233,Female,High School,Others,32,3,4,1,-1,0,4,39596,37316,69437,3726,87144,93951,25308,45935,29840,42522,7809,665,1
447715,Female,Unknown,Single,62,-1,3,-1,0,0,2,39653,86022,99608,3133,80676,70384,19960,33445,46743,9033,38504,14866,0
697246,Female,University,Single,54,-1,3,2,3,2,0,31155,55670,1485,54681,78628,23749,15450,10446,18487,34971,45766,3657,0
412016,Female,Unknown,Married,24,0,2,2,-1,3,0,5349,29641,58789,65280,87617,73826,39616,29803,4729,15064,29986,48341,0
59460,Male,High School,Married,40,-1,4,0,2,0,3,22347,60745,97952,62044,9875,82042,3782,13815,15229,31904,40823,20532,1
401568,Male,High School,Single,48,1,2,3,3,2,0,67598,18046,9461,85097,89853,75288,39683,27559,37067,28475,24093,47293,1
80975,Female,High School,Married,48,-1,4,4,2,1,2,68388,15585,56042,28813,47996,91154,45631,40000,20046,3197,31660,13952,0
550856,Male,Unknown,Married,26,0,2,3,4,3,4,61241,6087,78548,89105,32993,71820,4937,10506,40975,42669,40877,30186,0
179164,Female,University,Others,34,-1,2,1,0,0,0,53142,40430,29131,4940,96101,43738,10983,2446,49277,38434,46684,43151,1
596967,Female,Graduate School,Single,75,3,1,-1,2,4,3,12160,39711,51967,97353,4566,86272,30434,18272,31185,23790,42472,6903,0
75781,Male,Graduate School,Others,55,4,3,2,3,1,4,80858,92866,8743,22196,78139,17560,10230,1720,47893,42024,15296,38067,1
280574,Female,High School,Married,67,2,1,3,0,2,4,64923,42316,28447,5217,37690,75149,30886,26479,22381,45241,2283,16215,0
476935,Male,University,Single,78,2,2,2,3,0,4,45891,77556,1632,18433,44741,80470,31994,223,48555,18892,40320,27426,1
572980,Female,University,Married,21,4,1,4,3,4,2,71446,42543,23287,9934,56655,27907,11710,12952,44382,34486,31080,33485,1
40086,Female,Others,Married,39,2,3,1,-1,2,3,14758,3471,26108,53377,1646,78691,46265,33702,4174,30084,44984,2920,1
239334,Male,Others,Single,77,3,3,4,1,2,1,1003,60129,64057,72404,83651,69373,20442,34076,11764,11524,24518,33422,1
154973,Female,Unknown,Married,21,1,2,4,2,4,-1,24607,26122,98572,84809,40592,38101,44477,46265,21882,15765,20162,25707,0
276051,Female,Others,Others,33,0,3,1,2,2,0,37513,67659,99077,25198,28339,92884,31881,41185,39175,2593,25443,6328,0
239652,Female,Unknown,Single,28,3,1,-1,-1,3,0,89561,75869,43049,64373,35449,54463,18540,32967,35120,33466,1382,27798,1
38604,Male,Graduate School,Married,38,0,0,4,4,1,0,68083,50459,71556,43357,97718,47734,47529,48012,42471,7568,19998,36579,0
47869,Male,High School,Married,74,1,3,3,2,1,1,60781,37771,35395,46787,90654,58036,4437,48625,6883,24712,27438,32636,1
679897,Male,University,Married,55,3,1,1,-1,-1,4,24672,68326,67084,25363,89883,15674,44010,5074,4220,1225,23479,14437,1
677861,Male,Graduate School,Single,43,-1,1,1,2,0,4,40819,31036,98854,46459,52631,43891,3920,48130,28293,13180,9175,48515,0
788845,Male,Graduate School,Others,70,1,1,2,2,2,-1,78992,54087,17524,23019,38967,22892,14713,20377,24656,35470,24693,6111,0
653549,Female,Unknown,Married,72,2,3,0,3,0,3,64837,34878,37270,53927,42547,70129,1127,23456,42604,34972,35294,10919,0
440587,Male,High School,Married,46,3,0,4,-1,1,1,30603,89459,54160,84275,64463,46242,9182,39701,174,2228,47780,17465,1
386783,Male,Unknown,Married,61,1,2,3,4,1,1,85081,601,38190,24589,45851,73295,19870,49156,48252,10648,25794,12375,1
440037,Female,Graduate School,Single,58,1,2,-1,2,2,2,57265,10788,4846,62672,24062,86558,37495,49042,41307,4948,24203,27617,0
754092,Female,University,Married,40,3,3,4,4,3,4,39478,51929,84440,40113,58123,86090,42385,8471,10104,31696,17427,5363,1
397736,Male,Others,Married,22,2,3,-1,1,4,1,80714,20307,71661,10093,72068,83958,5509,40358,25966,20186,32029,10533,1
278217,Female,Unknown,Married,46,4,-1,2,-1,2,1,82752,26129,7812,70797,87327,31294,5481,3019,17822,3099,18889,3201,1
202077,Female,Graduate School,Single,77,2,4,4,-1,2,0,72778,62869,69943,84376,88229,59487,26033,38125,2925,28310,44774,6998,1
479313,Female,Others,Others,56,1,0,-1,-1,-1,4,6496,11712,96137,46940,7221,99607,36222,18748,6986,45926,11711,26663,0
290245,Male,Others,Single,45,0,1,4,3,4,2,85402,21303,3767,22792,14234,81228,23658,49278,31293,45667,24142,38099,0
514268,Female,Graduate School,Others,50,4,4,1,-1,3,3,27357,45515,72898,85186,7321,50290,30487,28975,4819,17922,35455,43719,1
434642,Female,High School,Others,38,4,1,4,3,0,-1,45252,15004,21028,51201,6945,17580,19641,10988,5371,41561,3156,16674,1
629165,Male,Graduate School,Single,27,1,4,3,1,4,3,30212,84698,17803,20027,4189,96309,35010,37594,4703,43024,16959,6960,0
279457,Female,University,Married,47,3,2,4,0,3,2,4887,92773,9971,82845,1374,-539,4867,3249,11984,31568,27921,38506,0
696133,Female,Others,Others,31,3,4,-1,3,2,0,82398,75025,79056,71381,68519,3732,9063,29108,23096,6978,11039,3423,1
69668,Male,University,Married,57,3,3,3,2,2,-1,33856,81099,88597,5810,10333,81565,16511,30356,22761,12098,33170,11358,1
364100,Male,Unknown,Others,28,2,0,-1,-1,2,3,5040,19349,47559,14228,64743,60957,38783,21541,16741,33313,8444,3499,0
736610,Male,Others,Married,31,-1,2,0,0,2,4,89072,45059,98242,34225,39907,21398,24681,44661,19781,38700,1629,24557,0
649375,Female,High School,Married,44,3,4,0,3,2,4,12440,58056,85850,71418,8173,74124,30111,25058,9280,38971,24352,45854,0
391595,Male,Graduate School,Single,50,3,0,3,4,4,-1,27371,56372,54504,25187,3302,51420,47455,19423,292,41143,48061,24188,1
626963,Male,Unknown,Married,50,4,3,0,4,4,-1,18724,92679,63481,3241,38679,44245,34174,20794,5443,49989,35477,21952,0
101634,Female,University,Others,72,0,1,0,2,4,-1,66879,47805,62486,18493,54842,92986,21984,27744,9182,17772,48492,17227,1
678942,Female,Unknown,Married,72,0,-1,1,0,3,1,6188,14685,63840,9729,25747,31639,26937,16,44362,14240,45724,47741,0
119119,Female,High School,Married,35,1,0,-1,1,2,2,98542,91145,78208,11549,-889,56067,44554,7083,2576,17841,21207,17297,1
679120,Female,Graduate School,Married,76,1,1,0,3,1,4,93632,40697,41991,37013,80102,44134,16238,37843,39046,11462,11523,20823,0
343935,Female,Unknown,Others,55,1,0,3,4,4,4,58580,75653,22995,23347,96238,74298,8182,29118,819,19184,30129,22051,0
354302,Male,University,Others,59,3,0,1,4,1,2,44216,87577,23448,36208,20424,48967,32736,45334,44450,36071,4043,32701,0
443525,Male,Unknown,Others,44,0,0,0,3,-1,0,71392,25009,94672,63772,82329,82825,9192,45507,20609,26029,35427,24280,0
39715,Male,Graduate School,Married,28,1,3,4,4,0,4,21044,18678,30088,39378,7897,7040,11623,10905,24313,44595,5241,20374,1
228400,Female,Unknown,Single,63,0,2,3,1,4,3,9620,35623,2177,998,37640,76895,40256,45661,6712,23670,16003,41936,1
511328,Male,University,Others,62,3,0,-1,4,1,0,19723,12369,26347,59270,13482,36666,12671,30382,14857,36054,46596,26668,0
360404,Female,Graduate School,Married,40,4,3,4,3,-1,3,40142,34519,14684,49283,89052,2204,5097,42771,27083,7489,41938,1200,1
669012,Female,High School,Others,61,3,-1,0,-1,3,-1,40503,92745,20735,33760,26355,32897,36880,26583,21072,17556,3816,23773,0
239030,Male,High School,Single,67,1,2,3,4,0,4,88011,98028,4100,24089,55145,45750,1871,45156,27565,15767,19110,18032,1
417244,Male,Others,Married,46,3,3,4,3,2,3,29243,73905,18268,26737,19583,95612,17473,47756,48729,1711,568,121,0
154875,Female,Unknown,Others,72,3,-1,3,-1,4,3,31860,41256,41691,64750,80718,42015,13173,6230,48004,38264,45598,4370,1
278451,Female,University,Others,44,0,2,2,4,4,-1,66951,77893,82192,37514,3857,17181,29808,32649,5751,25356,4105,41919,0
434541,Male,Unknown,Single,42,-1,3,4,4,2,0,3254,90006,78164,61782,96521,17868,16003,41429,29285,23871,45212,3815,0
330760,Male,Graduate School,Others,25,2,-1,3,3,3,3,75173,83419,5407,56947,10166,87143,5535,34092,5614,17412,35540,37175,0
654116,Female,Others,Married,35,1,3,4,2,0,4,23510,329,23054,55133,6498,23107,47004,36045,37402,45683,45196,47521,1
750158,Female,University,Married,56,-1,-1,2,2,4,0,71052,91586,39198,35537,36807,16072,27708,1624,20740,35018,4054,17736,0
470287,Female,Unknown,Single,57,4,0,-1,0,1,0,68937,30407,25532,49232,24423,92575,37307,7249,20028,48164,27262,21606,1
156004,Female,University,Single,49,1,0,-1,2,0,2,31122,50779,43447,93766,51095,44955,32057,25811,3207,4383,24261,687,1
418965,Male,Graduate School,Single,35,-1,2,1,1,-1,4,58317,77074,94120,74153,43180,21815,10722,16502,49054,7451,20382,26905,0
280871,Male,Others,Married,47,3,-1,4,0,4,4,84209,17834,82611,9461,40128,47948,3315,40071,2656,42028,32904,13556,1
196478,Female,University,Single,69,1,0,2,2,3,-1,28653,46303,27741,81394,87620,92122,43524,40708,17634,24859,21170,13444,0
551620,Female,Graduate School,Others,75,-1,2,3,-1,1,-1,42336,94282,8449,8323,98288,27478,1393,10196,42772,37445,30295,47774,0
498286,Male,High School,Others,28,2,1,1,3,0,1,62328,38825,20557,73539,98411,86921,27668,39288,26418,36256,25999,14103,0
414050,Female,University,Married,77,3,0,4,2,0,4,19822,76167,60609,46283,58911,61159,10937,2475,14158,28943,31162,37204,1
161397,Female,Others,Others,49,1,0,1,-1,1,0,71403,56017,25659,36040,56450,27897,17104,35535,49379,3212,37539,21,0
674573,Female,University,Single,39,4,4,4,0,-1,1,45944,42327,2905,7678,44940,29028,4326,42387,36666,916,17920,15973,1
524507,Female,University,Others,51,4,3,-1,3,-1,4,35002,68830,37814,13749,55584,29112,3597,49394,15096,25146,35092,40085,0
526529,Female,Graduate School,Single,29,1,1,3,2,0,-1,86917,41424,37848,84028,59049,54573,37727,37848,26881,27375,44715,18388,0
142475,Female,Unknown,Others,30,-1,-1,2,0,2,-1,16517,58536,93466,91734,9270,43830,40526,44998,30109,11430,42339,6712,1
329115,Male,Unknown,Married,57,1,2,-1,2,1,4,76366,82650,75026,81187,59962,51226,24020,32355,19257,30317,9124,12144,1
783559,Female,University,Single,30,3,1,1,0,4,1,9589,72685,54308,89896,3342,93752,28341,21106,44251,39037,12037,28462,0
457246,Male,Others,Others,74,0,-1,0,2,-1,-1,59117,46246,71220,84793,42933,67061,3880,28489,32720,12759,48781,33737,0
607330,Male,Others,Married,53,4,0,1,-1,4,-1,58264,59638,33872,75699,66089,92593,12850,46503,37907,38810,7260,3778,1
105195,Male,Graduate School,Others,45,-1,4,0,1,-1,2,33830,98427,8376,83321,66538,50169,21248,8207,6567,41580,39552,30684,0
